High	O
-	O
precipitation	B
-	O
high	O
-	O
wind	B
-	O
storm	B
events	O
produced	O
NOx	B
concentrations	B
significantly	O
lower	O
than	O
other	O
types	O
of	O
storms	B
(	O
e	O
.	O
g	O
.	O
,	O
low	O
-	O
precipitation	B
-	O
high	O
-	O
wind	B
,	O
high	O
-	O
wind	B
-	O
low	O
-	O
precipitation	B
,	O
low	O
-	O
wind	B
-	O
low	O
-	O
precipitation	B
)	O
,	O
which	O
likely	O
results	O
in	O
relatively	O
low	O
DNF	B
rates	O
by	O
flooded	B
habitats	I
and	O
low	O
removal	B
percentages	O
of	O
total	B
dissolved	I
nitrogen	I
loads	O
.	O
