ARs	Specific_Term
Acidification	Specific_Term
Adult	Specific_Term
Adults	Specific_Term
Africa	Specific_Term
Agencies	Specific_Term
Alabama	Specific_Term
Algal Blooms	Specific_Term
Andes	Specific_Term
Anguilla anguilla	Specific_Term
Anhui	Specific_Term
Anisotropy	Specific_Term
Anostraca	Specific_Term
Anthropocene	Specific_Term
Apulia	Specific_Term
Aquatic organisms	Specific_Term
Arabian Gulf	Specific_Term
Archipelago	Specific_Term
Arctic	Specific_Term
Argentina	Specific_Term
Aristichthys	Specific_Term
Artemia	Specific_Term
Asellus	Specific_Term
Asi	Specific_Term
Atlantic Ocean	Specific_Term
Atlantic salmon	Specific_Term
Aurelia coerulea	Specific_Term
Australia	Specific_Term
Avicennia	Specific_Term
Aythya marila	Specific_Term
Azov Sea	Specific_Term
Bacteroidetes	Specific_Term
Baltic Sea	Specific_Term
Bangladesh	Specific_Term
Bay	Specific_Term
Beach	Specific_Term
Beaufort Sea	Specific_Term
Biomass	Specific_Term
Biotope	Specific_Term
Birds	Specific_Term
Black Sea	Specific_Term
Brazil	Specific_Term
Breeding sites	Specific_Term
Brown trout	Specific_Term
Bryopsidophyceae	Specific_Term
Built-up area	Specific_Term
CO2	Specific_Term
COVID-19	Specific_Term
Campania	Specific_Term
Canada	Specific_Term
Canyon	Specific_Term
Captive breeding	Specific_Term
Carassius carassius	Specific_Term
Caribbean	Specific_Term
Cell Biology	Specific_Term
Chaetomorpha	Specific_Term
Chelonodon patoca	Specific_Term
Chile	Specific_Term
China	Specific_Term
Chlorophyceae	Specific_Term
Chlorophyta	Specific_Term
Chondracanthus	Specific_Term
Chromis chromis	Specific_Term
Citizen science	Specific_Term
Citizens	Specific_Term
Clangula hyemalis	Specific_Term
Climate Change Adaptation	Specific_Term
Climate change	Specific_Term
Clypeaster	Specific_Term
Coastal Zone Management	Specific_Term
Coastal areas	Specific_Term
Coastal flooding	Specific_Term
Comoros	Specific_Term
Constructions	Specific_Term
Convention	Specific_Term
Coral	Specific_Term
Cortaderia	Specific_Term
Coscinodiscus	Specific_Term
Cretaceous	Specific_Term
Crustacea	Specific_Term
Ctenopharyngodon idella	Specific_Term
Cyanea	Specific_Term
Cygnus olor	Specific_Term
Cyprinus carpio	Specific_Term
DEM	Specific_Term
Delta	Specific_Term
Desertification	Specific_Term
Diatoms	Specific_Term
Dicentrarchus labrax	Specific_Term
Diploneis	Specific_Term
Directives	Specific_Term
Dolphins	Specific_Term
Drainage	Specific_Term
Dutch	Specific_Term
Eastern Mediterranean Sea	Specific_Term
Echinocyamus	Specific_Term
Echinolampas	Specific_Term
Ecosystem	Specific_Term
Ecotourism	Specific_Term
Ecuador	Specific_Term
Egypt	Specific_Term
El Nino	Specific_Term
Elodea canadensis	Specific_Term
Environmental Indicators	Specific_Term
Environmental Protection	Specific_Term
Epinephelus marginatus	Specific_Term
Erignathus barbatus	Specific_Term
Erosion	Specific_Term
Escherichia coli	Specific_Term
Estuaries	Specific_Term
Estuary	Specific_Term
Eucalyptus	Specific_Term
Eucheuma	Specific_Term
Europe	Specific_Term
European eel	Specific_Term
Eutrophication	Specific_Term
Evacuation	Specific_Term
Evaporation	Specific_Term
Fault	Specific_Term
Fernando de Noronha	Specific_Term
Fisheries	Specific_Term
Fishing	Specific_Term
Fishing effort	Specific_Term
Fissurella	Specific_Term
Flamingolepis liguloides	Specific_Term
Floating Structures	Specific_Term
Flocculation	Specific_Term
Flooding	Specific_Term
Florida	Specific_Term
Food habits	Specific_Term
Forest	Specific_Term
French	Specific_Term
Fujian	Specific_Term
Gambusia affinis	Specific_Term
Gammaproteobacteria	Specific_Term
Gammarus	Specific_Term
Gammarus lacustris	Specific_Term
Garra rufa	Specific_Term
Gavia stellata	Specific_Term
Genocidaris	Specific_Term
Ghana	Specific_Term
Gracilaria	Specific_Term
Grateloupia	Specific_Term
Groups	Specific_Term
Guangdong	Specific_Term
Guangxi	Specific_Term
Guizhou	Specific_Term
Gujarat	Specific_Term
Gulf	Specific_Term
Gulf of Mexico	Specific_Term
Gulf of Naples	Specific_Term
Hainan	Specific_Term
Heavy metals	Specific_Term
Hemiptera	Specific_Term
Hong Kong	Specific_Term
Human health	Specific_Term
Hurricane	Specific_Term
Hurricanes	Specific_Term
Hypnea	Specific_Term
Hypophthalmichthys molitrix	Specific_Term
IUCN	Specific_Term
Ibuprofen	Specific_Term
Ice	Specific_Term
Iceland	Specific_Term
Ictalurus punctatus	Specific_Term
Index	Specific_Term
India	Specific_Term
Indian Ocean	Specific_Term
Individuals	Specific_Term
Indonesia	Specific_Term
Integrated Coastal Zone Management	Specific_Term
Invasive species	Specific_Term
Irrigation	Specific_Term
Island	Specific_Term
Islands	Specific_Term
Italy	Specific_Term
Japan	Specific_Term
Jiangsu	Specific_Term
Jurassic	Specific_Term
Juveniles	Specific_Term
Kara Sea	Specific_Term
Kerala	Specific_Term
Lac	Specific_Term
Lake	Specific_Term
Lake Eber	Specific_Term
Land use	Specific_Term
Landscape	Specific_Term
LiDAR	Specific_Term
Libya	Specific_Term
Litter	Specific_Term
Littoral	Specific_Term
Liza ramada	Specific_Term
Loess	Specific_Term
Loligo	Specific_Term
Loriciferans	Specific_Term
Louisiana	Specific_Term
Lovenia	Specific_Term
Macau	Specific_Term
Madeira	Specific_Term
Maine	Specific_Term
Malaysia	Specific_Term
Management	Specific_Term
Managers	Specific_Term
Mangrove	Specific_Term
Mangrove forests	Specific_Term
Mangroves	Specific_Term
Marine Strategy Framework Directive	Specific_Term
Mayotte	Specific_Term
Mediterranean Sea	Specific_Term
Mediterranean area	Specific_Term
Mesembryanthemum crystallinum	Specific_Term
Mexico	Specific_Term
Microorganisms	Specific_Term
Middle East	Specific_Term
Migrants	Specific_Term
Miocene	Specific_Term
Modiolus	Specific_Term
Mollusks	Specific_Term
Monitoring	Specific_Term
Monoporeia affinis	Specific_Term
Mortality	Specific_Term
Mugil cephalus	Specific_Term
Mullus surmuletus	Specific_Term
Mute Swan	Specific_Term
Myanmar	Specific_Term
Mylopharyngodon piceus	Specific_Term
Mysis	Specific_Term
NDVI	Specific_Term
NO3-N	Specific_Term
Nanaloricus	Specific_Term
Netherlands	Specific_Term
New Zealand	Specific_Term
Ningxia	Specific_Term
North America	Specific_Term
North Atlantic	Specific_Term
North Pacific Ocean	Specific_Term
North Sea	Specific_Term
Northern Ireland	Specific_Term
Northern Wheatear	Specific_Term
Northwest Pacific	Specific_Term
Oceans	Specific_Term
Ochrophyta	Specific_Term
Oenanthe oenanthe	Specific_Term
Oil pollution	Specific_Term
Oman	Specific_Term
Oncorhynchus mykiss	Specific_Term
Onyx	Specific_Term
Oryza sativa	Specific_Term
Osmerus mordax	Specific_Term
Otter	Specific_Term
Oxidation-reduction	Specific_Term
PAH	Specific_Term
PUA	Specific_Term
Pacific Ocean	Specific_Term
Parasitism	Specific_Term
Particle	Specific_Term
Peninsular Malaysia	Specific_Term
Perca fluviatilis	Specific_Term
Perna perna	Specific_Term
Pesticides	Specific_Term
Phaeophyceae	Specific_Term
Philippines	Specific_Term
Phoenicopterus ruber	Specific_Term
Photoinhibition	Specific_Term
Phytoplankton	Specific_Term
Plaice	Specific_Term
Planners	Specific_Term
Plastic	Specific_Term
Pleistocene	Specific_Term
Polish	Specific_Term
Pollutants	Specific_Term
Pond	Specific_Term
Portugal	Specific_Term
Prasinophyceae	Specific_Term
Preservation	Specific_Term
Prionocidaris	Specific_Term
Protected Areas	Specific_Term
Psammechinus	Specific_Term
Quaternary	Specific_Term
Quebec	Specific_Term
Radioactive waste	Specific_Term
Rainfall	Specific_Term
Rare earth	Specific_Term
Red Sea	Specific_Term
Red algae	Specific_Term
Regional differences	Specific_Term
Reservoir	Specific_Term
Rhodobacteraceae	Specific_Term
Rhodophyta	Specific_Term
Rhopilema	Specific_Term
Rio de Janeiro	Specific_Term
Risk management	Specific_Term
River	Specific_Term
River Basin	Specific_Term
River basin	Specific_Term
Rivers	Specific_Term
Romania	Specific_Term
Russian Federation	Specific_Term
Rutilus rutilus	Specific_Term
SAR	Specific_Term
SOD	Specific_Term
Sabella spallanzanii	Specific_Term
Salinity	Specific_Term
Salmo trutta	Specific_Term
Salt	Specific_Term
Sao Paulo	Specific_Term
Sardinia	Specific_Term
Sargassum polycystum	Specific_Term
Saudi Arabia	Specific_Term
Schizaster	Specific_Term
Scomber scombrus	Specific_Term
Sea	Specific_Term
Sea level	Specific_Term
Sea of Okhotsk	Specific_Term
Seabirds	Specific_Term
Seas	Specific_Term
Seawater	Specific_Term
Seaweeds	Specific_Term
Sediment	Specific_Term
Sediment samples	Specific_Term
Senegal	Specific_Term
Sepia officinalis	Specific_Term
Seston	Specific_Term
Shanghai	Specific_Term
Sharks	Specific_Term
Shoreline	Specific_Term
Siberian	Specific_Term
Singapore	Specific_Term
Skeletonema costatum	Specific_Term
Soil	Specific_Term
Soil salinity	Specific_Term
South Africa	Specific_Term
South Asia	Specific_Term
South Atlantic Ocean	Specific_Term
South Australia	Specific_Term
South China Sea	Specific_Term
South Dakota	Specific_Term
South Korea	Specific_Term
Soviet Union	Specific_Term
Spain	Specific_Term
Spatangus	Specific_Term
Sri Lanka	Specific_Term
Stable isotopes	Specific_Term
Stizostedion vitreum	Specific_Term
Strategy	Specific_Term
Stylocidaris	Specific_Term
Submarine	Specific_Term
Suez Canal	Specific_Term
Sulawesi	Specific_Term
Sumatra	Specific_Term
Sustainable Development	Specific_Term
Swans	Specific_Term
Synechococcus	Specific_Term
TTX	Specific_Term
Takifugu	Specific_Term
Tamarix	Specific_Term
Tamil Nadu	Specific_Term
Tasmania	Specific_Term
Temperature	Specific_Term
Tetraclita	Specific_Term
Toxicology	Specific_Term
Transport	Specific_Term
Tretocidaris	Specific_Term
Trichocorixa verticalis	Specific_Term
Tripneustes	Specific_Term
Trophic levels	Specific_Term
Tuscany	Specific_Term
Typha	Specific_Term
USA	Specific_Term
UV radiation	Specific_Term
Ulva fasciata	Specific_Term
Ulvaceae	Specific_Term
Ulvales	Specific_Term
Ulvophyceae	Specific_Term
Urban areas	Specific_Term
Uria aalge	Specific_Term
Uria lomvia	Specific_Term
Uruguay	Specific_Term
Valencia	Specific_Term
Vegetation cover	Specific_Term
Vehicle	Specific_Term
Waste Water Treatment Plants	Specific_Term
Wastewater treatment	Specific_Term
Water	Specific_Term
Water Framework Directive	Specific_Term
Water levels	Specific_Term
Water resources management	Specific_Term
Water scarcity	Specific_Term
West Africa	Specific_Term
Whooper Swan	Specific_Term
Wildlife	Specific_Term
Wildlife Protection	Specific_Term
Xiphophorus	Specific_Term
Yellow Sea	Specific_Term
Yunnan	Specific_Term
Zhejiang	Specific_Term
abandonment	Specific_Term
abrasion	Specific_Term
abscisic acid	Specific_Term
abundance	Specific_Term
acceptable daily intake	Specific_Term
access to the sea	Specific_Term
accessibility	Specific_Term
accretion	Specific_Term
accumulation	Specific_Term
accumulator	Specific_Term
acid	Specific_Term
acidification	Specific_Term
active	Specific_Term
activities	Specific_Term
adaptation	Specific_Term
adaptation strategy	Specific_Term
additive	Specific_Term
administrators	Specific_Term
adult	Specific_Term
adverse effects	Specific_Term
afforestation	Specific_Term
agar	Specific_Term
age structure	Specific_Term
aged	Specific_Term
aggregates	Specific_Term
aggregation	Specific_Term
agricultural production	Specific_Term
agriculture	Specific_Term
air	Specific_Term
airport	Specific_Term
airports	Specific_Term
aldehydes	Specific_Term
algae	Specific_Term
algal blooms	Specific_Term
alien species	Specific_Term
alkalinity	Specific_Term
alteration	Specific_Term
alternative farming	Specific_Term
amino acids	Specific_Term
amphipods	Specific_Term
