Climate	O
Change	O
Research	O
2021	O
.	O
Coastal	B
areas	I
frequently	O
suffer	O
from	O
flood	B
disasters	B
,	O
which	O
is	O
not	O
caused	O
by	O
a	O
single	O
hazard	B
,	O
but	O
a	O
combination	O
and	O
interaction	O
of	O
multi	B
-	I
hazards	I
.	O
This	O
study	O
sorted	O
out	O
the	O
definitions	O
and	O
mechanisms	O
of	O
compound	O
flood	O
,	O
and	O
systematically	O
summarized	O
the	O
progress	O
of	O
compound	O
flood	O
research	O
from	O
two	O
aspects	O
:	O
statistical	O
model	O
and	O
dynamic	O
numerical	O
model	O
.	O
Compound	B
flood	I
arises	O
from	O
two	O
or	O
three	O
of	O
oceanographic	B
(	O
storm	B
surge	I
,	O
tides	B
,	O
and	O
waves	B
)	O
,	O
riverine	B
/	I
fluvial	I
,	O
and	O
pluvial	B
(	O
precipitation	B
leading	O
to	O
direct	B
surface	I
runoff	I
)	O
sources	O
.	O
Studies	O
based	O
on	O
the	O
statistical	O
modeling	O
focus	O
on	O
assessment	O
of	O
joint	O
correlation	O
for	O
multi	O
-	O
variates	O
.	O
It	O
can	O
better	O
understand	O
the	O
spatial	O
and	O
temporal	O
variation	O
of	O
compound	O
flood	O
at	O
a	O
large	O
scale	O
,	O
as	O
well	O
as	O
their	O
relationship	O
with	O
climate	O
factors	O
.	O
The	O
difficulties	O
and	O
future	O
research	O
trends	O
are	O
to	O
construct	O
the	O
nonstationary	O
statistical	O
model	O
of	O
two	O
and	O
more	O
hazards	O
under	O
a	O
changing	O
environment	O
.	O
Studies	O
based	O
on	O
dynamic	O
numerical	O
models	O
require	O
the	O
coupling	O
of	O
hydrology	O
,	O
oceanology	O
,	O
and	O
hydraulic	O
models	O
with	O
meteorological	O
components	O
(	O
tropical	O
cyclones	O
,	O
wind	O
field	O
,	O
pressure	O
field	O
)	O
as	O
important	O
boundary	O
conditions	O
.	O
The	O
modeling	O
process	O
is	O
complex	O
,	O
time	O
-	O
consuming	O
,	O
and	O
requires	O
high	O
computation	O
,	O
but	O
it	O
can	O
clearly	O
describe	O
the	O
evolution	O
process	O
of	O
compound	O
floods	O
,	O
and	O
can	O
be	O
helpful	O
for	O
future	O
scenario	O
analysis	O
.	O
In	O
the	O
future	O
,	O
more	O
attention	O
should	O
be	O
paid	O
to	O
the	O
mechanism	O
of	O
compound	O
flooding	O
in	O
coastal	O
low	O
-	O
lying	O
areas	O
.	O
It	O
is	O
necessary	O
to	O
strengthen	O
the	O
research	O
of	O
long	O
time	O
series	O
model	O
simulation	O
products	O
in	O
combination	O
with	O
climate	O
change	O
factors	O
in	O
the	O
risk	O
assessment	O
of	O
climate	O
change	O
and	O
extreme	O
complex	O
events	O
.	O
In	O
the	O
service	O
of	O
the	O
meteorological	O
and	O
marine	O
forecast	O
,	O
it	O
is	O
proposed	O
to	O
strengthen	O
the	O
research	O
on	O
monitoring	O
and	O
early	O
warning	O
technique	O
,	O
as	O
well	O
as	O
improvement	O
of	O
the	O
dynamic	O
framework	O
,	O
parameterization	O
optimization	O
of	O
physical	O
process	O
,	O
data	O
assimilation	O
,	O
improvement	O
of	O
pattern	O
grid	O
resolution	O
,	O
and	O
optimization	O
of	O
the	O
ensemble	O
prediction	O
scheme	O
.	O
Under	O
the	O
background	O
of	O
global	B
climate	I
change	I
and	O
continuous	O
urbanization	B
,	O
it	O
is	O
urgent	O
to	O
assess	O
the	O
integrated	O
risk	B
of	O
compound	B
flood	I
in	O
coastal	B
areas	I
by	O
considering	O
anthropogenic	B
and	I
climatic	I
factors	I
.	O
