2018	O
,	O
The	O
Author	O
(	O
s	O
)	O
.	O
This	O
study	O
investigates	O
the	O
nature	O
and	O
mechanisms	O
of	O
the	O
diurnal	B
precipitation	I
system	I
over	O
a	O
coastal	B
area	I
of	O
the	O
Maritime	B
Continent	I
(	I
MC	I
)	I
by	O
utilizing	O
the	O
data	O
from	O
a	O
field	O
campaign	O
,	O
HARIMAU2010	O
.	O
During	O
the	O
1	O
-	O
month	O
campaign	O
,	O
diurnal	O
cycles	O
over	O
Jakarta	O
were	O
well	O
identified	O
by	O
special	O
networked	O
soundings	O
and	O
a	O
C	O
-	O
band	O
radar	O
.	O
Radar	O
and	O
satellites	O
captured	O
the	O
convective	O
-	O
type	O
heavy	O
rains	O
that	O
appeared	O
in	O
the	O
afternoon	O
over	O
the	O
array	O
,	O
which	O
were	O
followed	O
by	O
stratiform	O
-	O
type	O
precipitation	O
during	O
the	O
night	O
.	O
Thermodynamic	O
budget	O
analyses	O
were	O
also	O
performed	O
using	O
sounding	O
data	O
.	O
The	O
period	O
-	O
averaged	O
vertical	O
profiles	O
of	O
Q1	O
and	O
Q2	O
indicate	O
that	O
diurnal	B
precipitation	I
acted	O
as	O
deep	B
convection	I
in	O
the	O
diabatic	B
heating	I
and	I
drying	I
.	O
The	O
diurnal	O
composite	O
of	O
the	O
obtained	O
parameters	O
revealed	O
key	O
processes	O
such	O
as	O
(	O
1	O
)	O
just	O
before	O
the	O
onset	O
of	O
the	O
afternoon	O
convective	B
rain	I
,	O
the	O
lower	B
troposphere	I
was	O
moistened	O
by	O
subarray	B
-	I
scale	I
processes	I
;	O
(	O
2	O
)	O
moistening	B
of	O
the	O
troposphere	B
continued	O
during	O
the	O
convective	B
heavy	I
precipitation	I
;	O
(	O
3	O
)	O
the	O
stratiform	B
rains	I
during	O
the	O
night	O
were	O
partly	O
maintained	O
by	O
consuming	O
the	O
pre	O
-	O
existing	O
hydrometeor	B
aloft	B
;	O
and	O
(	O
4	O
)	O
in	O
the	O
early	O
morning	O
,	O
the	O
clouds	B
redeveloped	O
over	O
the	O
ocean	B
to	O
produce	O
precipitation	B
as	O
well	O
as	O
hydrometeor	B
aloft	B
.	O
The	O
possible	O
physical	O
processes	O
promoting	O
lower	O
-	O
tropospheric	O
moistening	O
before	O
onset	O
of	O
the	O
convective	O
rain	O
are	O
also	O
discussed	O
.	O
[	O
Figure	O
not	O
available	O
:	O
see	O
fulltext	O
.	O
]	O
.	O
