To	O
guarantee	O
that	O
a	O
repository	B
site	I
will	O
provide	O
such	O
conditions	O
for	O
timescales	O
of	O
relevance	O
to	O
the	O
safety	B
assessment	I
,	O
any	O
repository	O
site	O
characterisation	O
has	O
to	O
not	O
only	O
define	O
whether	O
these	O
features	O
will	O
function	O
appropriately	O
today	O
,	O
but	O
also	O
to	O
assess	O
if	O
they	O
will	O
remain	O
adequate	O
up	O
to	O
several	O
thousand	O
to	O
hundreds	O
of	O
thousand	O
years	O
into	O
the	O
future	O
,	O
depending	O
on	O
the	O
repository	O
type	O
.	O
