The	O
opening	B-PROCESS
of	O
the	O
Suez	B-LOCATION
Canal	I-LOCATION
in	O
1869	O
allowed	O
entry	O
into	O
the	O
eastern	O
Mediterranean	B-LOCATION
of	O
Indo	B-LOCATION
-	I-LOCATION
Pacific	I-LOCATION
and	O
Erythrean	B-LOCATION
biota	B-ACTOR
,	O
with	O
the	O
latter	O
now	O
dominating	O
the	O
community	B-QUALITY
structure	I-QUALITY
(	O
50	O
-	O
90	O
%	O
of	O
fish	B-ACTOR
biomass	B-QUALITY
)	O
and	O
function	O
(	O
altered	B-QUALITY
native	B-QUALITY
food	B-QUALITY
web	I-QUALITY
)	O
of	O
the	O
Levantine	B-LOCATION
littoral	B-LOCATION
and	O
infra	B-LOCATION
-	I-LOCATION
littoral	I-LOCATION
zones	O
.	O
