To	O
establish	O
a	O
link	O
between	O
ocean	B-PROCESS
contamination	I-PROCESS
and	O
human	B-ACTOR
exposure	B-PROCESS
to	O
dioxins	B-RESOURCE
in	O
fish	B-RESOURCE
,	O
we	O
proposed	O
a	O
method	O
of	O
estimating	O
exposure	B-PROCESS
by	O
integrating	O
region	O
-	O
specific	O
measured	O
concentrations	O
of	O
dioxins	B-RESOURCE
in	O
fish	B-RESOURCE
samples	B-RESOURCE
and	O
information	O
on	O
the	O
production	B-PROCESS
and	O
import	B-PROCESS
-	I-PROCESS
export	I-PROCESS
volumes	O
of	O
fish	B-RESOURCE
.	O
