Worldwide	O
,	O
highly	O
populated	O
countries	B
are	O
experiencing	O
an	O
imbalance	O
between	O
the	O
supply	B
and	I
demand	I
of	O
water	B
.	O
India	O
is	O
one	O
such	O
example	O
which	O
has	O
only	O
4	O
%	O
of	O
the	O
world	O
'	O
s	O
water	O
resources	O
and	O
a	O
population	O
of	O
more	O
than	O
1	O
.	O
3	O
billion	O
.	O
Its	O
water	O
demand	O
is	O
expected	O
to	O
rise	O
by	O
more	O
than	O
75	O
%	O
in	O
the	O
upcoming	O
decades	O
due	O
to	O
fast	O
population	O
growth	O
and	O
expansion	O
of	O
irrigated	O
agriculture	O
,	O
industrialisation	O
and	O
urbanisation	O
.	O
The	O
consequences	O
of	O
this	O
increased	O
demand	O
are	O
already	O
visible	O
such	O
as	O
water	B
quality	I
deterioration	B
near	O
urban	O
centres	O
,	O
water	B
table	I
lowering	O
in	O
the	O
North	O
-	O
Western	O
region	O
,	O
and	O
seawater	B
intrusion	O
in	O
coastal	B
areas	I
due	O
to	O
aquifer	B
over	O
-	O
exploitation	B
.	O
The	O
occurrence	O
of	O
erratic	O
and	O
unreliable	O
rainfall	B
in	O
the	O
past	O
few	O
years	O
has	O
further	O
aggravated	O
the	O
situation	O
.	O
In	O
such	O
a	O
scenario	O
,	O
information	O
on	O
groundwater	B
-	O
surface	B
water	I
(	O
GW	O
-	O
SW	O
)	O
interaction	O
processes	O
is	O
helpful	O
for	O
the	O
conservation	B
and	O
management	B
of	O
water	B
resources	I
.	O
Therefore	O
,	O
this	O
study	O
thoroughly	O
reviews	O
the	O
interaction	O
phenomenon	O
occurring	O
in	O
Indian	O
waters	O
.	O
It	O
covers	O
the	O
interaction	O
in	O
natural	O
and	O
artificially	O
-	O
constructed	O
environments	O
,	O
methods	O
for	O
exchange	O
flux	O
quantification	O
,	O
conceptual	O
applications	O
,	O
and	O
challenges	O
in	O
accomplishing	O
these	O
investigations	O
.	O
Rivers	B
/	O
streams	B
,	O
canals	B
or	O
seawater	B
were	O
considered	O
as	O
SW	O
components	O
in	O
the	O
majority	O
of	O
the	O
studies	O
,	O
with	O
the	O
main	O
focus	O
on	O
the	O
Ganga	O
River	B
basin	I
in	O
the	O
case	O
of	O
river	B
-	O
aquifer	B
systems	O
.	O
However	O
,	O
most	O
of	O
the	O
investigations	O
were	O
site	O
-	O
specific	O
without	O
providing	O
a	O
generalised	O
perspective	O
,	O
and	O
in	O
many	O
cases	O
,	O
the	O
interaction	O
was	O
not	O
considered	O
in	O
totality	O
.	O
Also	O
,	O
certain	O
critical	O
sites	O
have	O
not	O
received	O
the	O
attention	O
of	O
the	O
scientific	O
and	O
research	O
community	O
.	O
These	O
are	O
dam	O
reservoirs	O
and	O
wetlands	B
in	O
the	O
Himalayas	O
,	O
eco	O
-	O
sensitive	O
areas	O
in	O
North	O
-	O
Eastern	O
India	B
,	O
submarine	B
GW	O
discharge	B
sites	O
at	O
islands	B
,	O
and	O
desertic	O
and	O
karstic	O
terrains	O
.	O
On	O
a	O
regional	O
scale	O
,	O
very	O
few	O
research	O
articles	O
are	O
available	O
for	O
India	O
'	O
s	O
Western	O
and	O
Central	O
regions	O
.	O
Accordingly	O
,	O
all	O
such	O
regions	O
need	O
to	O
be	O
explored	O
in	O
the	O
upcoming	O
studies	O
.	O
In	O
the	O
context	O
of	O
flux	O
quantification	O
methodology	O
,	O
modern	O
techniques	O
like	O
geophysical	O
methods	O
and	O
fully	O
coupled	O
numerical	O
models	O
were	O
used	O
fewer	O
times	O
than	O
conventional	O
techniques	O
such	O
as	O
isotopic	O
,	O
hydrochemical	O
and	O
hydrological	O
analyses	O
.	O
Therefore	O
,	O
extensive	O
data	O
collection	O
and	O
modern	O
methods	O
are	O
recommended	O
to	O
study	O
complex	O
systems	O
and	O
obtain	O
more	O
accurate	O
information	O
.	O
Further	O
,	O
the	O
government	O
sector	O
seems	O
reluctant	O
to	O
recognise	O
this	O
concept	O
since	O
,	O
in	O
various	O
reports	O
,	O
complete	O
information	O
is	O
unavailable	O
for	O
the	O
interaction	O
mechanism	O
,	O
and	O
only	O
some	O
aspects	O
of	O
the	O
phenomenon	O
have	O
been	O
considered	O
.	O
Additionally	O
,	O
there	O
are	O
anomalies	O
in	O
the	O
GW	O
recharge	O
estimation	O
from	O
non	O
-	O
rainfall	B
sources	O
.	O
Hence	O
,	O
we	O
suggest	O
an	O
institutional	O
framework	O
that	O
allows	O
the	O
stakeholders	O
to	O
undertake	O
detailed	O
investigations	O
for	O
any	O
interaction	O
setup	O
and	O
frame	O
an	O
appropriate	O
strategy	O
for	O
handling	O
the	O
country	O
'	O
s	O
water	O
issues	O
.	O
