The	O
present	O
study	O
aims	O
to	O
compare	O
the	O
vertical	B-QUALITY
distribution	I-QUALITY
of	O
intertidal	B-RESOURCE
benthic	I-RESOURCE
communities	I-RESOURCE
in	O
two	O
sites	O
composed	O
by	O
granitic	B-RESOURCE
boulders	I-RESOURCE
with	O
distint	O
hydrodynamics	B-PROCESS
due	O
to	O
different	O
wave	B-PROCESS
swells	I-PROCESS
at	O
Farol	B-LOCATION
de	I-LOCATION
So	I-LOCATION
Tom	I-LOCATION
(	O
Pier	B-LOCATION
)	O
and	O
Barra	B-LOCATION
do	I-LOCATION
Furado	I-LOCATION
beaches	B-RESOURCE
(	O
Barra	B-LOCATION
)	O
,	O
both	O
in	O
northern	O
state	O
of	O
Rio	B-LOCATION
de	I-LOCATION
Janeiro	I-LOCATION
.	O
