Given	O
the	O
potential	O
impact	O
these	O
materials	B-RESOURCE
would	O
have	O
in	O
the	O
biota	B-RESOURCE
,	O
and	O
the	O
need	O
to	O
assist	O
the	O
different	O
regulatory	B-ACTOR
agencies	I-ACTOR
to	O
develop	O
political	B-RESOURCE
acts	I-RESOURCE
on	O
the	O
proper	O
management	B-PROCESS
and	O
disposal	B-PROCESS
of	O
microplastics	B-RESOURCE
,	O
the	O
aim	O
of	O
this	O
work	O
was	O
to	O
identify	O
different	O
research	O
carried	O
out	O
at	O
international	O
level	O
on	O
established	O
methodologies	O
for	O
studies	O
of	O
identification	O
and	O
quantification	O
of	O
microplastics	O
,	O
bacterial	O
communities	O
,	O
and	O
contaminants	O
adhered	O
to	O
microparticles	O
.	O
