Water	B
-	I
level	I
drawdown	I
has	O
long	O
been	O
recognized	O
as	O
an	O
effective	O
approach	O
to	O
enhance	O
habitat	B
conditions	I
for	O
aquatic	B
fauna	I
in	O
lakes	B
and	O
impoundments	B
.	O
Although	O
targeted	B
species	I
such	O
as	O
sport	B
fish	I
may	O
benefit	O
,	O
increasingly	O
there	O
are	O
concerns	O
over	O
non	B
-	I
target	I
species	I
.	O
We	O
assessed	O
the	O
impacts	O
of	O
a	O
drawdown	B
of	O
Lake	B
Kissimmee	I
on	O
Florida	B
apple	B
snails	I
.	O
Prior	O
to	O
the	O
drawdown	B
,	O
we	O
found	O
apple	B
snails	I
at	O
significantly	O
higher	O
densities	O
in	O
sites	O
dominated	O
by	O
sandy	B
substrates	I
and	O
emergent	B
macrophytes	I
;	O
no	O
snails	B
were	O
found	O
in	O
sites	O
with	O
deep	O
layers	O
of	O
unconsolidated	B
organic	I
material	I
and	O
dominated	O
by	O
Nuphar	B
luteum	I
.	O
Following	O
the	O
drawdown	B
,	O
some	O
of	O
the	O
sites	O
containing	O
this	O
unconsolidated	B
organic	I
material	I
were	O
also	O
scraped	O
with	O
heavy	B
equipment	I
(	O
e	O
.	O
g	O
.	O
,	O
bulldozers	B
)	O
to	O
remove	O
the	O
organic	B
layer	I
.	O
We	O
monitored	O
the	O
response	O
of	O
31	O
snails	B
from	O
one	O
site	O
,	O
most	O
of	O
which	O
were	O
stranded	O
in	O
the	O
dry	O
littoral	B
zone	O
during	O
the	O
1995	O
-	O
1996	O
drawdown	B
.	O
Mortality	B
rates	I
of	O
stranded	O
snails	B
were	O
high	O
due	O
to	O
the	O
dry	B
conditions	I
of	O
the	O
littoral	B
zone	O
,	O
but	O
also	O
indirectly	O
due	O
to	O
increased	O
vulnerability	B
to	O
predation	B
by	O
several	O
avian	B
species	I
.	O
The	O
survival	O
data	O
was	O
corroborated	O
by	O
the	O
1996	O
and	O
1997	O
funnel	O
trap	O
data	O
wherein	O
our	O
catch	O
declined	O
by	O
80	O
%	O
from	O
1995	O
(	O
pre	O
-	O
drawdown	O
)	O
levels	O
.	O
The	O
proportion	O
of	O
juveniles	B
also	O
declined	O
significantly	O
,	O
indicating	O
an	O
impact	O
on	O
recruitment	B
.	O
Snail	B
abundance	B
did	O
increase	O
,	O
albeit	O
marginally	O
,	O
in	O
some	O
sites	O
,	O
indicating	O
potential	O
benefits	O
of	O
drawdown	B
and	O
organic	B
substrate	I
removal	I
in	O
some	O
types	O
of	O
littoral	B
zone	I
habitats	I
.	O
However	O
,	O
the	O
timing	O
of	O
drawdown	B
events	O
appears	O
critical	O
,	O
as	O
evident	O
in	O
poor	O
recruitment	B
and	O
relatively	O
low	O
abundance	B
following	O
completion	O
of	O
lake	B
restoration	I
activity	O
.	O
In	O
order	O
to	O
avoid	O
substantial	O
losses	O
to	O
non	B
-	I
target	I
species	I
such	O
as	O
apple	B
snails	I
,	O
we	O
suggest	O
that	O
natural	B
resource	I
managers	I
give	O
greater	O
consideration	O
to	O
the	O
potential	O
negative	O
impacts	O
of	O
deviating	O
from	O
the	O
natural	B
hydrologic	I
regime	I
in	O
terms	O
of	O
timing	O
,	O
duration	O
,	O
and	O
frequency	O
.	O
