Serpulid	B-RESOURCE
reefs	I-RESOURCE
can	O
be	O
divided	O
roughly	O
into	O
seven	O
groups	O
,	O
according	O
to	O
the	O
building	O
modality	O
and	O
the	O
type	B-QUALITY
of	I-QUALITY
habitat	I-QUALITY
they	O
occupy	O
:	O
(	O
i	O
)	O
pseudocolonies	B-RESOURCE
;	O
(	O
ii	O
)	O
littoral	B-RESOURCE
belts	I-RESOURCE
;	O
(	O
iii	O
)	O
subtidal	B-RESOURCE
to	I-RESOURCE
deep	I-RESOURCE
-	I-RESOURCE
water	I-RESOURCE
reefs	I-RESOURCE
;	O
(	O
iv	O
)	O
reefs	B-RESOURCE
in	O
coastal	B-LOCATION
lakes	I-LOCATION
and	O
harbours	B-LOCATION
;	O
(	O
v	O
)	O
brackish	B-RESOURCE
water	I-RESOURCE
reefs	I-RESOURCE
;	O
(	O
vi	O
)	O
tapestries	B-RESOURCE
in	O
freshwater	B-LOCATION
caves	I-LOCATION
;	O
(	O
vii	O
)	O
biostalactites	B-RESOURCE
inside	O
marine	B-LOCATION
caves	I-LOCATION
.	O
