The	O
study	O
focuses	O
on	O
the	O
feeding	B
of	O
small	O
-	O
sized	O
European	B
perch	I
,	O
Perca	B
fl	I
uviatilis	I
,	O
in	O
a	O
lake	B
after	O
stocking	B
with	O
predatory	O
fi	O
sh	O
and	O
their	O
effect	O
on	O
zooplankton	B
in	O
view	O
of	O
ongoing	O
lake	B
restoration	I
.	O
It	O
has	O
been	O
assumed	O
that	O
predator	B
-	I
prey	I
interactions	I
should	O
lead	O
to	O
increased	O
trophic	B
activity	I
of	O
perch	B
in	O
the	O
littoral	B
zone	O
.	O
The	O
studies	O
were	O
carried	O
out	O
from	O
June	O
to	O
October	O
2008	O
.	O
The	O
results	O
of	O
catches	O
indicated	O
that	O
small	O
perch	B
were	O
eliminated	O
from	O
open	B
water	I
and	O
were	O
recorded	O
only	O
in	O
the	O
littoral	B
zone	O
of	O
the	O
lake	B
.	O
In	O
their	O
diet	B
,	O
a	O
total	O
of	O
19	O
food	B
items	O
were	O
found	O
,	O
primarily	O
represented	O
by	O
invertebrates	B
:	O
Cladocera	B
,	O
Copepoda	B
,	O
Diptera	B
and	O
sporadically	B
Rotifera	I
.	O
Herbivorous	B
forms	I
,	O
i	O
.	O
e	O
.	O
Calanoida	B
or	O
Daphnia	B
sp	O
.	O
,	O
were	O
frequently	O
picked	O
as	O
food	B
items	O
(	O
F	O
=	O
40	O
-	O
50	O
%	O
)	O
.	O
The	O
most	O
important	O
food	B
component	O
was	O
zooplankton	B
,	O
which	O
accounted	O
,	O
on	O
average	O
,	O
for	O
90	O
%	O
of	O
the	O
total	O
numbers	O
of	O
consumed	B
animals	I
and	O
nearly	O
65	O
%	O
in	O
terms	O
of	O
food	B
mass	I
.	O
Cladocera	B
constituted	O
for	O
a	O
larger	O
part	O
of	O
the	O
selected	O
food	B
items	O
than	O
Copepoda	B
,	O
but	O
only	O
in	O
late	O
spring	O
and	O
partly	O
in	O
summer	O
.	O
Signifi	O
cant	O
feeding	O
pressure	O
on	O
large	O
fi	O
lterfeeders	O
of	O
the	O
genus	O
Daphnia	O
is	O
expected	O
only	O
periodically	O
.	O
