The	O
simulation	O
of	O
tsunami	O
exposure	O
on	O
density	O
of	O
population	O
showed	O
that	O
the	O
highest	O
evacuation	B
priority	O
was	O
found	O
to	O
be	O
in	O
most	O
of	O
Zhuhai	O
city	O
area	O
and	O
the	O
coastal	B
area	I
of	O
Shenzhen	O
City	O
under	O
wave	B
height	I
of	O
nine	O
meters	O
,	O
while	O
lowest	O
evacuation	B
priority	O
was	O
defined	O
in	O
Panyu	O
and	O
Nansha	O
Districts	O
of	O
Guangzhou	O
City	O
,	O
eastern	O
and	O
western	O
parts	O
of	O
Zhongshan	O
City	O
,	O
and	O
northeast	O
and	O
northwest	O
parts	O
of	O
Dongguan	O
City	O
.	O
