These	O
criteria	O
include	O
(	O
1	O
)	O
limited	O
influence	O
of	O
wind	B
and	O
waves	B
on	O
the	O
depositional	O
environment	B
,	O
(	O
2	O
)	O
lack	O
of	O
significant	O
freshwater	B
influence	O
and	O
therefore	O
any	O
persistent	O
brackish	O
environments	O
,	O
(	O
3	O
)	O
a	O
distinct	O
spatial	B
distribution	I
of	O
microenvironments	O
defined	O
by	O
substrate	O
and	O
exposure	O
period	O
,	O
(	O
4	O
)	O
high	O
diversity	O
of	O
epichnial	O
traces	B
directly	O
associated	O
with	O
microenvironments	O
across	O
the	O
tidal	O
flat	O
,	O
(	O
5	O
)	O
generally	O
low	O
degree	O
of	O
reworking	O
of	O
traces	B
by	O
bioturbation	B
but	O
high	O
degree	O
of	O
reworking	O
by	O
tidal	B
currents	I
,	O
and	O
(	O
6	O
)	O
preservation	O
of	O
traces	B
of	O
predation	B
and	O
scavenging	O
behavior	O
on	O
an	O
exposed	O
surface	O
.	O
