The	O
role	O
of	O
serpulid	B
reefs	I
in	O
the	O
ecosystems	B
they	O
inhabit	O
is	O
multifarious	O
and	O
may	O
be	O
distinguished	O
in	O
functions	O
(	O
biomass	B
and	O
production	B
,	O
benthic	B
pelagic	I
coupling	I
,	O
resistance	B
and	O
resilience	B
,	O
reproductive	B
and	I
survivorship	I
strategies	I
,	O
trophodynamics	B
,	O
bioconstruction	B
,	O
living	B
space	I
and	O
refuge	B
,	O
nursery	B
,	O
sediment	B
formation	I
and	I
retention	I
,	O
food	B
for	O
other	O
species	B
,	O
carbonate	B
deposition	I
and	I
storage	I
)	O
and	O
services	O
(	O
water	B
clearance	I
,	O
reef	B
associated	I
fishery	I
,	O
cultural	B
benefits	I
)	O
.	O
