This	O
study	O
provides	O
some	O
recommendations	O
for	O
disaster	B-PROCESS
risk	I-PROCESS
reduction	I-PROCESS
:	O
a	O
)	O
strengthening	O
policies	B-RESOURCE
related	O
to	O
evacuation	B-RESOURCE
procedures	I-RESOURCE
in	O
the	O
health	B-ACTOR
sector	I-ACTOR
by	O
local	B-ACTOR
government	I-ACTOR
,	O
b	O
)	O
integrating	O
transportation	B-RESOURCE
modes	I-RESOURCE
in	O
remote	B-LOCATION
areas	I-LOCATION
,	O
c	O
)	O
enhancing	O
all	O
parties	O
with	O
education	B-PROCESS
and	O
training	B-PROCESS
,	O
d	O
)	O
establishing	O
community	B-RESOURCE
-	I-RESOURCE
based	I-RESOURCE
information	I-RESOURCE
systems	I-RESOURCE
;	O
and	O
e	O
)	O
strengthening	O
the	O
disaster	B-PROCESS
resilience	I-PROCESS
of	O
villages	B-LOCATION
.	O
