2018	O
Cambridge	O
University	O
Press	O
.	O
Considering	O
that	O
phytoplankton	B
assemblages	I
are	O
good	O
bioindicators	B
of	O
environmental	B
conditions	I
,	O
the	O
sensitivity	B
of	O
the	O
Western	B
Antarctic	I
Peninsula	I
(	I
WAP	I
)	I
to	O
climate	B
change	I
,	O
and	O
the	O
importance	O
of	O
some	O
areas	O
of	O
its	O
islands	B
as	O
Antarctic	B
Specially	I
Managed	I
Areas	I
,	O
this	O
work	O
assembles	O
published	O
datasets	B
on	O
phytoplankton	B
biodiversity	I
and	I
ecology	I
in	O
confined	B
coastal	I
areas	I
(	O
embayments	B
)	O
of	O
King	B
George	I
Island	I
,	O
WAP	B
.	O
