Reconstructions	O
of	O
the	O
Late	O
Quaternary	O
glacial	O
history	O
of	O
the	O
Kara	B
Sea	I
area	O
show	O
repeated	O
build	O
-	O
up	O
of	O
ice	B
-	I
sheet	I
domes	I
over	O
the	O
shallow	O
epicontinental	O
Kara	B
Sea	I
.	O
Inferred	B
ice	I
divides	I
were	O
situated	O
over	O
the	O
central	O
Kara	B
Sea	I
,	O
and	O
the	O
ice	B
sheet	I
repeatedly	O
inundated	O
the	O
surrounding	O
coastal	B
areas	I
of	O
western	O
Siberia	B
.	O
Geological	O
fingerprinting	O
of	O
the	O
Kara	B
Sea	I
ice	B
sheet	I
include	O
end	O
moraine	B
zones	O
,	O
raised	O
beaches	B
,	O
tills	B
,	O
glaciotectonic	B
deformations	I
and	O
coarsening	O
-	O
upward	O
sediment	B
sequences	I
,	O
reflecting	O
isostatic	B
rebound	I
cycles	I
.	O
This	O
paper	O
reviews	O
evidence	O
from	O
several	O
areas	O
along	O
the	O
perimeter	O
of	O
the	O
Kara	B
Sea	I
,	O
suggesting	O
that	O
peripheral	B
sites	I
were	O
critical	O
for	O
the	O
initiation	O
of	O
the	O
large	O
Kara	B
Sea	I
ice	B
sheet	I
.	O
Ice	B
-	I
sheet	I
inception	B
progressed	O
with	O
the	O
formation	B
of	O
local	O
ice	B
caps	I
that	O
later	O
coalesced	O
on	O
the	O
adjacent	O
shelf	O
with	O
globally	O
falling	B
sea	I
levels	I
,	O
eventually	O
merging	O
and	O
growing	O
into	O
a	O
large	O
ice	B
dome	I
.	O
2008	O
Norwegian	O
Polar	O
Institute	O
.	O
