In	O
recent	O
years	O
,	O
the	O
importance	O
of	O
the	O
having	O
a	O
good	O
natural	O
environment	O
in	O
harbors	O
and	O
coastal	O
areas	O
is	O
widely	O
recognized	O
.	O
The	O
formation	B
of	O
seaweed	B
beds	I
and	O
fish	B
gathering	I
are	O
desirable	O
in	O
a	O
wave	B
dissipating	I
concrete	I
block	I
.	O
Reduction	O
of	O
construction	O
cost	O
is	O
also	O
important	O
.	O
We	O
decided	O
to	O
develop	O
a	O
superior	O
wave	B
dissipating	I
block	I
to	O
effect	O
both	O
"	O
eco	B
-	I
friendliness	I
"	O
and	O
an	O
economic	B
solution	I
.	O
The	O
block	B
has	O
high	O
stability	B
and	O
a	O
wave	B
dissipating	I
function	O
as	O
good	O
as	O
any	O
conventional	O
wave	B
dissipating	I
block	I
.	O
Field	O
observations	O
were	O
carried	O
out	O
on	O
to	O
confirm	O
its	O
"	O
eco	O
-	O
friendly	O
"	O
effective	O
.	O
Copyright	O
2014	O
by	O
the	O
International	O
Society	O
of	O
Offshore	O
and	O
Polar	O
Engineers	O
(	O
ISOPE	O
)	O
.	O
