2017	O
,	O
Springer	O
International	O
Publishing	O
AG	O
.	O
Santiago	B-LOCATION
Island	I-LOCATION
,	O
the	O
biggest	O
and	O
most	O
populated	O
island	B-LOCATION
of	O
the	O
Cape	B-LOCATION
Verde	I-LOCATION
Republic	I-LOCATION
,	O
is	O
characterised	O
by	O
limited	O
surface	B-RESOURCE
waters	I-RESOURCE
and	O
strong	O
dependence	O
on	O
groundwater	B-RESOURCE
sources	I-RESOURCE
as	O
the	O
primary	O
source	O
of	O
natural	O
water	B-PROCESS
supply	I-PROCESS
for	O
extensive	O
agricultural	B-PROCESS
activity	I-PROCESS
and	O
human	B-PROCESS
use	I-PROCESS
.	O
However	O
,	O
as	O
a	O
consequence	O
of	O
the	O
scarce	O
precipitation	B-PROCESS
and	O
high	O
evaporation	B-PROCESS
as	O
well	O
as	O
the	O
intense	O
overexploitation	B-PROCESS
of	O
the	O
groundwater	B-RESOURCE
resources	B-RESOURCE
,	O
the	O
freshwater	B-PROCESS
management	I-PROCESS
is	O
also	O
in	O
a	O
delicate	O
balance	O
with	O
saltwater	B-RESOURCE
at	O
coastal	B-LOCATION
areas	I-LOCATION
.	O
The	O
time	O
-	O
domain	O
electromagnetic	O
(	O
TDEM	O
)	O
method	O
is	O
used	O
to	O
locate	O
the	O
extent	O
of	O
saltwater	B-PROCESS
intrusion	I-PROCESS
in	O
four	O
important	O
agricultural	B-RESOURCE
regions	I-RESOURCE
in	O
Santiago	B-LOCATION
Island	I-LOCATION
;	O
So	B-LOCATION
Domingos	I-LOCATION
,	O
Santa	B-LOCATION
Cruz	I-LOCATION
,	O
So	B-LOCATION
Miguel	I-LOCATION
,	O
and	O
Tarrafal	B-LOCATION
.	O
The	O
application	O
of	O
this	O
method	O
in	O
Santiago	O
Island	O
proves	O
it	O
to	O
be	O
a	O
successful	O
tool	O
in	O
imaging	O
the	O
fresh	O
/	O
saltwater	O
interface	O
location	O
.	O
Depths	O
to	O
the	O
saline	O
zones	O
and	O
extensions	O
of	O
saline	O
water	O
are	O
mapped	O
along	O
eight	O
TDEM	O
profiles	O
.	O
