The	O
Basic	B
Oxygen	I
Furnace	I
Slag	I
results	O
from	O
the	O
conversion	B
of	I
hot	I
metal	I
into	I
steel	I
.	O
Some	O
properties	O
of	O
this	O
slag	B
,	O
such	O
as	O
the	O
high	O
pH	B
or	O
calcium	B
and	I
magnesium	I
content	I
,	O
makes	O
it	O
suitable	O
for	O
agricultural	B
use	I
as	O
a	O
soil	B
amendment	I
.	O
Slag	B
application	I
to	O
agricultural	B
soils	I
is	O
allowed	O
in	O
some	O
European	B
countries	I
,	O
but	O
to	O
date	O
there	O
is	O
no	O
common	O
regulation	B
in	O
the	O
European	B
Union	I
.	O
In	O
Italy	B
soils	B
in	O
coastal	B
areas	I
are	O
often	O
affected	O
by	O
excess	B
sodium	I
,	O
which	O
has	O
several	O
detrimental	B
effects	I
on	O
the	O
soil	B
structure	I
and	O
crop	B
production	I
.	O
In	O
this	O
study	O
,	O
carried	O
out	O
within	O
an	O
European	O
project	O
,	O
the	O
ability	O
of	O
the	O
Basic	B
Oxygen	I
Furnace	I
Slag	I
to	O
decrease	O
the	O
soil	B
Exchangeable	I
Sodium	I
Percentage	I
of	O
a	O
sodic	B
soil	I
was	O
evaluated	O
.	O
A	O
three	O
-	O
year	O
lysimeter	O
trial	O
with	O
wheat	O
and	O
tomato	O
crops	O
was	O
carried	O
out	O
to	O
assess	O
the	O
effects	O
of	O
two	O
slag	B
doses	O
(	O
D1	O
,	O
3	O
.	O
5	O
g	O
kg1year1	O
and	O
D	O
,	O
2	O
,	O
7	O
g	O
kg1year1	O
)	O
on	O
exchangeable	O
cations	O
in	O
comparison	O
with	O
unamended	O
soil	O
.	O
In	O
addition	O
,	O
the	O
accumulation	O
in	O
the	O
topsoil	O
of	O
vanadium	O
and	O
chromium	O
,	O
the	O
two	O
main	O
trace	O
metals	O
present	O
in	O
the	O
Basic	O
Oxygen	O
Furnace	O
Slag	O
,	O
was	O
assessed	O
.	O
After	O
two	O
years	O
,	O
the	O
soil	B
Exchangeable	I
Sodium	I
Percentage	I
was	O
reduced	O
by	O
40	O
%	O
in	O
D1	O
and	O
45	O
%	O
in	O
D2	O
compared	O
to	O
the	O
control	B
.	O
A	O
concomitant	O
increase	O
in	O
exchangeable	O
bivalent	B
cations	I
(	O
Ca	B
+	I
+	I
and	O
Mg	B
+	I
+	I
)	O
was	O
observed	O
.	O
We	O
concluded	O
that	O
bivalent	B
cations	I
supplied	O
with	O
the	O
slag	B
competed	O
with	O
sodium	B
for	O
the	O
sorption	B
sites	O
in	O
the	O
soil	B
.	O
The	O
slag	B
treatments	I
also	O
had	O
a	O
positive	B
effect	I
on	O
tomato	B
yields	I
,	O
which	O
were	O
higher	O
than	O
the	O
control	B
.	O
Conversely	O
the	O
wheat	B
yield	I
was	O
lower	O
in	O
the	O
slag	B
-	I
amended	I
soil	I
,	O
possibly	O
because	O
of	O
the	O
toxicity	B
of	O
vanadium	B
added	O
with	O
the	O
slag	B
.	O
This	O
study	O
showed	O
that	O
Basic	B
Oxygen	I
Furnace	I
Slag	I
decreased	O
the	O
Exchangeable	B
Sodium	I
Percentage	I
,	O
but	O
precautions	O
are	O
needed	O
to	O
avoid	O
the	O
build	O
up	O
of	O
toxic	B
concentrations	I
of	O
trace	B
metals	I
in	O
the	O
soil	B
,	O
especially	O
vanadium	B
.	O
