Compared	O
to	O
surface	O
observations	O
,	O
we	O
find	O
the	O
GEOS	O
-	O
CF	O
product	O
with	O
a	O
25	O
25	O
km2	O
grid	O
box	O
,	O
at	O
an	O
hourly	O
(	O
R2	O
:	O
0	O
.	O
62	O
to	O
0	O
.	O
87	O
)	O
and	O
15	O
-	O
min	O
(	O
R2	O
:	O
0	O
.	O
64	O
to	O
0	O
.	O
87	O
)	O
interval	O
for	O
six	O
regional	O
sites	O
outperforms	O
the	O
hourly	O
nominally	O
50	O
50	O
km2	O
gridded	O
MERRA2	O
-	O
GMI	O
(	O
R2	O
:	O
0	O
.	O
53	O
to	O
0	O
.	O
76	O
)	O
for	O
four	O
of	O
the	O
six	O
sites	O
,	O
suggesting	O
it	O
is	O
better	O
capable	O
of	O
simulating	O
complex	O
chemical	O
and	O
meteorological	O
features	O
associated	O
with	O
ozone	O
transport	O
within	O
the	O
Chesapeake	O
Bay	O
airshed	O
.	O
