Therefore	O
,	O
in	O
order	O
to	O
reduce	O
the	O
adverse	B-PROCESS
effects	I-PROCESS
of	O
climate	B-PROCESS
change	I-PROCESS
and	O
to	O
support	O
the	O
sustainable	B-PROCESS
development	I-PROCESS
in	O
the	O
coastal	B-LOCATION
areas	I-LOCATION
of	O
South	B-LOCATION
China	I-LOCATION
,	O
it	O
is	O
critical	O
to	O
improve	O
the	O
monitoring	B-RESOURCE
and	I-RESOURCE
early	I-RESOURCE
warning	I-RESOURCE
system	I-RESOURCE
,	O
enhance	O
prevention	B-PROCESS
criteria	O
,	O
fortify	O
coastal	B-PROCESS
protection	I-PROCESS
engineering	I-PROCESS
,	O
strengthen	O
salt	B-PROCESS
tide	I-PROCESS
prevention	I-PROCESS
,	O
and	O
reinforce	O
the	O
ecological	B-PROCESS
restoration	I-PROCESS
and	O
protection	B-PROCESS
.	O
