Copyright	O
2019	O
Zachos	O
and	O
PlattTrace	B-RESOURCE
fossil	I-RESOURCE
zonation	B-PROCESS
in	O
the	O
Hartselle	B-LOCATION
Sandstone	I-LOCATION
of	O
Mississippian	O
age	O
(	O
Chesterian	O
:	O
Visean	O
-	O
Serpukhovian	O
)	O
exposed	O
on	O
Fielder	B-LOCATION
Ridge	I-LOCATION
,	O
Alabama	B-LOCATION
is	O
compared	O
with	O
modern	O
macro	B-RESOURCE
-	I-RESOURCE
tidal	I-RESOURCE
flat	I-RESOURCE
ichnocoenoses	I-RESOURCE
on	O
the	O
Bay	B-LOCATION
of	I-LOCATION
Fundy	I-LOCATION
at	O
Lubec	B-LOCATION
,	O
Maine	B-LOCATION
,	O
and	O
demonstrated	O
to	O
be	O
analogous	O
by	O
sedimentologic	O
and	O
ichnotaxonomic	O
criteria	O
.	O
